Woord;Horen;Zien;Ruiken;Proeven;Voelen;Sensaties;Modality;ModalityExclusivity;MaxPercStrength;AvModalityStrength;Minkowski3;Concreteness;ConcretenessCategory;Imageability;ImageabilityCategory;SourceImageability;Frequency;Prevalence;Length;Nsyl;N_phonemes;PoS;OLD20;DLP_RT;DLP_Acc;DCP_RT;DCP_Acc
elaboratie;1,44;1,00;0,00;0,00;0,00;0,44;Horen;0,5;1,44;0,48;1,600716985;2,2;low;#N/B;#N/B;#N/B;0;1,200167156;10;5;10;N;3,5;682,47;0,85;1650,52;0,84
elasticiteit;0,38;2,46;0,00;0,15;3,38;0,69;Voelen;0,47826087;3,38;1,18;3,781631325;3,066666667;high;#N/B;#N/B;#N/B;13;1,834111653;12;5;11;N;3,55;615,79;1;1388,22;0,97
elastiek;0,67;3,75;0,42;0,25;3,67;0,17;Zien;0,401869159;3,75;1,49;4,678726249;4,666666667;high;#N/B;#N/B;#N/B;22;2,568875627;8;3;7;N;2,45;553,18;1;1057,99;0,99
elastieken;0,18;2,55;0,00;0,00;2,73;0,18;Voelen;0,483870968;2,73;0,94;3,32591723;4,4;high;#N/B;#N/B;#N/B;7;2,429266954;10;4;8;ADJ;2,15;583,94;0,95;1228,87;0,99
elastiekje;0,85;3,23;0,31;0,15;3,69;0,23;Voelen;0,418181818;3,69;1,41;4,391840413;4,8;high;6,6;high;van Loon;9;2,39699745;10;4;9;N;2,65;622,41;1;1162,52;0,99
elastisch;0,50;3,75;0,00;0,17;3,75;0,33;Joint;0,441176471;3,75;1,42;4,72719136;3,4;high;#N/B;#N/B;#N/B;15;2,551742139;9;3;7;ADJ;2,35;587,80;1;1143,9;1
elders;0,64;1,09;0,00;0,00;0,36;0,27;Zien;0,461538462;1,09;0,39;1,175508782;1,2;low;#N/B;#N/B;#N/B;373;2,449175985;6;2;6;Function;1,7;516,99;0,951219512;1009,86;0,99
electoraal;0,88;2,13;0,00;0,00;0,00;0,88;Zien;0,548387097;2,13;0,65;2,219627868;1,384615385;low;#N/B;#N/B;#N/B;0;1,47846783;10;4;9;ADJ;3;630,27;0,87804878;1364,43;0,93
electoraat;1,10;0,90;0,10;0,10;0,10;0,40;Horen;0,37037037;1,1;0,45;1,286044007;2,083333333;low;#N/B;#N/B;#N/B;0;1,512396342;10;4;9;N;3,1;685,35;0,775;1331,44;0,92
elegant;1,45;3,18;0,18;0,00;0,91;2,45;Zien;0,388888889;3,18;1,36;3,704437385;2,333333333;low;5,9;high;de Deyne et al. 2019;231;3,118832366;7;3;7;ADJ;2,35;542,54;0,951219512;1054,87;1
elegantie;0,45;3,82;0,00;0,09;0,27;1,09;Zien;0,666666667;3,82;0,95;3,850225075;2,4;low;#N/B;#N/B;#N/B;64;2,477930154;9;4;8;N;2,4;536,10;0,975;1129,98;0,99
elektricien;0,54;2,38;0,15;0,00;1,00;0,23;Zien;0,553571429;2,38;0,72;2,451430909;4,133333333;high;#N/B;#N/B;#N/B;79;2,22026409;11;4;9;N;3,4;600,34;0,951219512;1296,65;0,98
elektriciteit;0,40;1,90;0,00;0,00;1,30;0,80;Zien;0,431818182;1,9;0,73;2,127675983;3,666666667;high;#N/B;#N/B;#N/B;480;2,263575925;13;5;12;N;4,15;531,63;0,95;1180,84;0,99
elektrisch;1,42;2,25;0,08;0,00;2,25;1,25;Joint;0,310344828;2,25;1,21;3,021261004;3,133333333;high;#N/B;#N/B;#N/B;118;2,10740242;10;3;8;ADJ;2,65;530,79;1;1150,05;0,98
elektrocuteren;1,38;3,00;0,46;0,08;2,69;2,54;Zien;0,287878788;3;1,69;4,0335891;3,733333333;high;#N/B;#N/B;#N/B;22;1,749340669;14;6;13;WW;3,6;643,44;0,975609756;1835,64;0,97
elektrocutie;1,92;2,83;1,58;0,00;3,17;3,58;Sensaties;0,27388535;3,58;2,18;4,813408862;3,533333333;high;#N/B;#N/B;#N/B;29;1,995955042;12;5;12;N;3,75;594,96;0,902439024;1786,66;0,95
elektrode;0,20;3,20;0,00;0,00;2,90;0,30;Zien;0,484848485;3,2;1,10;3,852817413;3,857142857;high;#N/B;#N/B;#N/B;14;2,225808017;9;4;9;N;3,2;607,40;0,926829268;1228,83;0,98
elektromotor;3,00;3,00;0,91;0,00;1,00;0,27;Joint;0,366666667;3;1,36;3,820653934;4,066666667;high;#N/B;#N/B;#N/B;0;1,668504131;12;5;12;N;3,7;685,56;0,87804878;1517,83;0,95
elektron;0,00;0,80;0,00;0,00;0,50;0,10;Zien;0,571428571;0,8;0,23;0,860875258;2,666666667;low;#N/B;#N/B;#N/B;7;1,604145866;8;3;8;N;2,8;596,81;0,87804878;1388,12;0,93
elektronica;1,67;2,92;0,08;0,00;1,67;0,17;Zien;0,448717949;2,92;1,08;3,242036166;4,066666667;high;#N/B;#N/B;#N/B;100;2,019316532;11;5;11;N;3,45;590,24;1;1234,13;0,98
elektronisch;1,17;2,25;0,17;0,00;1,75;0,33;Zien;0,397058824;2,25;0,94;2,639037644;3;high;#N/B;#N/B;#N/B;82;2,541173142;12;4;10;ADJ;2,85;549,72;0,975;1217,65;0,99
elektroshock;1,75;2,92;0,67;0,08;3,92;3,25;Voelen;0,304635762;3,92;2,10;4,998386825;4;high;#N/B;#N/B;#N/B;22;1,964818048;12;4;10;N;4,4;753,90;0,853658537;1641,21;0,96
elektrotechniek;1,00;2,42;0,00;0,00;0,92;0,25;Zien;0,527272727;2,42;0,76;2,514575352;2,466666667;low;#N/B;#N/B;#N/B;0;2,276559616;15;5;13;N;4,6;676,71;0,975;1546,06;0,98
element;0,25;2,58;0,58;0,58;1,50;0,00;Zien;0,46969697;2,58;0,92;2,760140097;2,333333333;low;3,33;low;van Loon;163;2,74949605;7;3;7;N;2,05;527,46;0,975609756;960,98;1
elementair;1,09;1,45;0,18;0,00;0,27;0,82;Zien;0,380952381;1,45;0,64;1,704218119;1,4;low;#N/B;#N/B;#N/B;13;2,326207031;10;4;9;ADJ;3,1;552,49;1;1092,06;0,98
elf;1,80;3,50;0,00;0,00;0,80;0,70;Zien;0,514705882;3,5;1,13;3,673242561;3,133333333;high;5,13;high;van Loon;1217;2,96641559;3;1;3;N;1,45;516,00;0,951219512;980,17;1
elfde;1,30;2,40;0,00;0,00;0,70;0,00;Zien;0,545454545;2,4;0,73;2,538807798;3,266666667;high;#N/B;#N/B;#N/B;106;2,325871926;5;2;5;TW;1,75;595,02;1;1118,33;0,98
elfenbankje;0,42;3,75;0,67;0,67;2,17;0,17;Zien;0,457446809;3,75;1,31;3,991131006;3,75;high;#N/B;#N/B;#N/B;0;1,720926952;11;4;10;N;4,15;590,78;0,707317073;1359,41;0,94
elftal;0,83;2,83;0,00;0,00;0,00;0,00;Zien;0,772727273;2,83;0,61;2,857161596;3,6;high;6,73;high;van Loon;40;2,713830383;6;2;6;N;2,9;558,43;0,975609756;1017,82;1
eliminatie;0,75;1,50;0,00;0,00;0,25;0,58;Zien;0,486486486;1,5;0,51;1,588854226;2,6;low;#N/B;#N/B;#N/B;28;2,505637165;10;5;10;N;3,15;601,49;1;1277,46;0,99
elimineren;1,23;2,23;0,15;0,08;1,08;1,46;Zien;0,345679012;2,23;1,04;2,588333542;2,533333333;low;#N/B;#N/B;#N/B;201;2,005463024;10;5;9;WW;2,55;583,46;1;1165,28;0,98
elitair;1,20;2,60;0,00;0,00;0,00;1,00;Zien;0,541666667;2,6;0,80;2,728101566;1,4;low;#N/B;#N/B;#N/B;15;2,130235921;7;3;6;ADJ;2,6;637,26;0,925;1095,45;0,97
elite;1,27;3,00;0,00;0,00;0,00;1,00;Zien;0,568965517;3;0,88;3,109358049;2,4;low;#N/B;#N/B;#N/B;163;2,583112512;5;3;5;N;1,9;553,52;0,975;981,58;0,99
elk;0,10;1,50;0,00;0,00;0,20;0,10;Zien;0,789473684;1,5;0,32;1,501480021;1,785714286;low;#N/B;#N/B;#N/B;6231;2,631376374;3;1;3;Function;1,35;593,37;0,87804878;1041,45;0,99
elkaar;1,62;1,69;0,46;0,08;0,85;0,85;Zien;0,291666667;1,69;0,92;2,180847936;1,8;low;#N/B;#N/B;#N/B;25279;3,168150295;6;2;5;Function;2;522,51;0,975609756;972,84;1
elkander;0,60;1,70;0,30;0,00;0,00;0,60;Zien;0,53125;1,7;0,53;1,751373072;1,2;low;#N/B;#N/B;#N/B;25;1,374132419;8;3;8;Function;2,65;617,81;0,756097561;1318,19;0,93
elleboog;0,46;3,46;0,00;0,00;3,31;0,62;Zien;0,441176471;3,46;1,31;4,272608815;4,866666667;high;6,3;high;van Loon;143;2,405392696;8;3;6;N;2,9;523,05;1;998,95;0,98
ellende;1,70;2,80;0,00;0,00;0,70;3,50;Sensaties;0,402298851;3,5;1,45;4,122913545;1,8;low;4,13;high;van Loon;1181;2,657514475;7;3;6;N;1,55;505,85;1;1011,53;1
ellendeling;1,91;2,55;0,00;0,00;0,36;2,00;Zien;0,373333333;2,55;1,14;3,158142135;2,4;low;#N/B;#N/B;#N/B;101;1,580848771;11;4;9;N;3,65;615,26;0,902439024;1319,77;0,96
ellendig;0,45;1,27;0,18;0,00;0,18;2,55;Sensaties;0,549019608;2,55;0,77;2,652408192;1,866666667;low;#N/B;#N/B;#N/B;263;2,594835621;8;3;7;ADJ;2,7;507,82;0,975;1076,49;0,99
ellenlang;1,46;2,23;0,08;0,08;0,54;1,23;Zien;0,383561644;2,23;0,94;2,532608776;1,8;low;#N/B;#N/B;#N/B;10;1,527811961;9;3;6;N;2,9;654,88;0,825;1263,37;0,93
ellepijp;0,09;3,55;0,00;0,00;2,27;0,64;Zien;0,541666667;3,55;1,09;3,838685819;4,230769231;high;#N/B;#N/B;#N/B;0;1,729745476;8;3;6;N;3,3;599,13;0,780487805;1287,46;0,95
ellips;0,00;4,20;0,00;0,00;0,50;0,00;Zien;0,893617021;4,2;0,78;4,202360729;4,266666667;high;#N/B;#N/B;#N/B;0;1,187114331;6;2;5;N;2,4;599,22;0,975609756;1326,19;0,85
elliptisch;0,22;4,33;0,00;0,00;1,00;0,44;Zien;0,722222222;4,33;1,00;4,352750905;3;high;4,444444444;high;de Deyne et al. 2019;0;1,018995729;10;3;7;ADJ;3,3;667,61;0,829268293;1765,37;0,78
els;0,00;3,89;0,67;0,00;0,78;0,00;Zien;0,729166667;3,89;0,89;3,905716948;4,4;high;#N/B;#N/B;#N/B;29;1,70369787;3;1;3;N;1,15;626,99;0,780487805;1313,49;0,91
email;0,46;3,46;0,08;0,08;0,31;0,23;Zien;0,733333333;3,46;0,77;3,465446678;4,066666667;high;#N/B;#N/B;#N/B;84;1,809871483;5;2;4;N;1,9;522,31;0,975;1076,49;0,96
emancipatie;1,69;1,54;0,00;0,00;0,08;1,92;Sensaties;0,367647059;1,92;0,87;2,498685396;1,666666667;low;#N/B;#N/B;#N/B;29;2,087306398;11;5;11;N;3,4;605,86;0,975;1166,21;0,99
emanciperen;1,09;1,27;0,00;0,00;0,00;1,09;Zien;0,368421053;1,27;0,58;1,670082318;2;low;#N/B;#N/B;#N/B;4;2,214038266;11;5;10;WW;3,3;644,75;1;1173,84;0,98
embargo;1,00;1,57;0,29;0,00;0,57;0,00;Zien;0,458333333;1,57;0,57;1,720217546;1,384615385;low;#N/B;#N/B;#N/B;24;1,878458249;7;3;7;N;2,9;587,27;0,731707317;1108,96;0,95
embleem;0,00;3,55;0,00;0,00;2,18;0,00;Zien;0,619047619;3,55;0,95;3,801878538;3;high;#N/B;#N/B;#N/B;37;2,220239886;7;2;6;N;2,9;612,33;0,780487805;1039,51;0,99
embolie;0,00;0,88;0,00;0,00;0,13;1,75;Sensaties;0,636363636;1,75;0,46;1,820269855;3,1;high;#N/B;#N/B;#N/B;16;1,568324349;7;3;6;N;2,85;657,45;0,775;1158,19;0,94
embryo;0,17;2,50;0,08;0,00;0,25;0,83;Zien;0,652173913;2,5;0,64;2,531574842;3,933333333;high;#N/B;#N/B;#N/B;41;1,912739953;6;3;7;N;2,85;573,49;1;1152,22;0,99
embryonaal;1,09;2,45;0,00;0,00;0,00;0,36;Zien;0,627906977;2,45;0,65;2,526882449;2,133333333;low;#N/B;#N/B;#N/B;3;1,664796261;10;4;10;ADJ;4,55;686,53;0,853658537;1496,47;0,92
emigrant;0,64;2,09;0,00;0,00;0,18;0,09;Zien;0,696969697;2,09;0,50;2,110881537;2,533333333;low;#N/B;#N/B;#N/B;2;1,992453012;8;3;8;N;2,55;544,05;0,95;1232,25;0,98
emigratie;1,20;2,60;0,00;0,00;0,20;0,30;Zien;0,604651163;2,6;0,72;2,684178156;1,933333333;low;#N/B;#N/B;#N/B;9;2,087965399;9;4;9;N;2,5;564,04;1;1183,17;0,98
emigreren;1,25;1,58;0,00;0,00;0,00;0,58;Zien;0,463414634;1,58;0,57;1,829249403;2,4;low;#N/B;#N/B;#N/B;23;2,382892186;9;4;8;WW;2,45;627,91;0,925;1106,14;0,99
eminent;1,22;2,56;0,00;0,00;0,00;0,78;Zien;0,56097561;2,56;0,76;2,667759326;1,5;low;#N/B;#N/B;#N/B;13;1,489355941;7;3;7;ADJ;2,35;573,29;0,682926829;1224,98;0,9
emiraat;1,09;2,18;0,00;0,00;0,18;0,18;Zien;0,6;2,18;0,61;2,269960269;1,846153846;low;#N/B;#N/B;#N/B;0;1,630479859;7;3;6;N;2,8;742,94;0,707317073;1203,83;0,94
emissie;1,00;1,82;1,36;0,55;0,45;0,00;Zien;0,350877193;1,82;0,86;2,140149945;2,923076923;low;#N/B;#N/B;#N/B;11;1,712796697;7;3;5;N;1,9;649,07;0,780487805;1225,91;0,93
emmer;0,64;4,36;0,36;0,00;2,91;0,09;Zien;0,52173913;4,36;1,39;4,762424005;4,866666667;high;6,73;high;van Loon;294;2,680856314;5;2;4;N;1,65;504,49;1;919,46;1
emoticon;0,27;4,36;0,00;0,00;0,00;1,27;Zien;0,738461538;4,36;0,98;4,399781321;4,333333333;high;#N/B;#N/B;#N/B;0;1,082306512;8;4;8;N;3,8;676,32;0,775;1493,84;0,86
emotie;2,42;3,25;0,42;0,67;1,58;4,83;Sensaties;0,335443038;4,83;2,19;5,492464939;2,2;low;4,2;high;van Loon;280;2,436692701;6;3;6;N;1,9;501,89;1;965,79;0,99
emotieloos;0,90;3,00;0,00;0,00;0,50;3,30;Sensaties;0,428571429;3,3;1,28;3,995641085;2,266666667;low;#N/B;#N/B;#N/B;17;2,504608798;10;4;9;ADJ;3,25;608,42;0,853658537;1139,34;1
emoties;2,10;3,40;0,40;0,50;1,30;4,30;Sensaties;0,325;4,3;2,00;5,071739111;2,666666667;low;#N/B;#N/B;#N/B;591;2,576404241;7;3;7;N;2,25;511,36;0,95;952,38;1
emotioneel;2,25;2,75;0,33;0,08;0,58;3,08;Sensaties;0,330275229;3,08;1,51;3,952280685;2;low;5,75;high;de Deyne et al. 2019;509;2,675488317;10;5;9;ADJ;3,1;542,66;0,975;1066,6;0,99
empathie;1,70;1,60;0,00;0,00;0,70;3,20;Sensaties;0,444444444;3,2;1,20;3,479333999;1,571428571;low;#N/B;#N/B;#N/B;42;2,481316691;8;3;6;N;3,3;566,16;1;1088,23;0,98
empathisch;2,50;2,60;0,00;0,00;0,80;3,00;Sensaties;0,337078652;3;1,48;3,930313843;1,333333333;low;#N/B;#N/B;#N/B;3;2,119170476;10;3;7;ADJ;2,9;605,58;1;1240,13;0,97
empirisch;1,00;2,09;0,00;0,00;0,00;0,36;Zien;0,605263158;2,09;0,58;2,167946505;1,466666667;low;#N/B;#N/B;#N/B;18;1,52484731;9;3;7;ADJ;2,55;565,24;0,975609756;1227,12;0,91
empirisme;0,40;1,10;0,00;0,00;0,20;0,20;Zien;0,578947368;1,1;0,32;1,121611201;1,142857143;low;#N/B;#N/B;#N/B;0;1,368092796;9;4;9;N;3;633,08;0,853658537;1399,65;0,9
employé;0,90;2,10;0,00;0,00;0,40;0,30;Zien;0,567567568;2,1;0,62;2,160236028;2,533333333;low;#N/B;#N/B;#N/B;8;0,886814985;7;3;8;N;4,1;626,18;0,707317073;1310,94;0,85
emulgator;0,00;1,80;0,00;0,40;1,00;0,00;Zien;0,5625;1,8;0,53;1,903410311;3,222222222;high;#N/B;#N/B;#N/B;0;1,690273184;9;4;9;N;3,55;702,64;0,675;1215,51;0,96
emulsie;0,13;3,88;0,38;0,88;1,63;0,00;Zien;0,563636364;3,88;1,15;3,983288022;3,428571429;high;#N/B;#N/B;#N/B;6;2,026474332;7;3;6;N;2,55;568,74;0,853658537;1061,57;0,95
encyclopedie;0,36;3,00;0,55;0,45;1,27;0,09;Zien;0,507936508;3;0,95;3,085210218;4;high;#N/B;#N/B;#N/B;45;2,115669211;12;5;11;N;5,15;552,25;0,975;1327,54;0,99
endeldarm;0,08;1,69;0,46;0,00;1,00;0,92;Zien;0,407407407;1,69;0,69;1,888191503;4,266666667;high;#N/B;#N/B;#N/B;3;2,252476684;9;3;9;N;3,65;683,85;0,804878049;1184,59;0,99
endocrinologie;1,29;1,43;0,29;0,00;0,71;1,43;Joint;0,277777778;1,43;0,86;2,02826721;1,666666667;low;#N/B;#N/B;#N/B;0;0,998808797;14;6;13;N;5,35;832,09;0,825;1900,06;0,78
endogeen;0,00;0,38;0,75;0,13;0,38;2,88;Sensaties;0,638888889;2,88;0,75;2,896188761;1,615384615;low;#N/B;#N/B;#N/B;0;1,4122371;8;3;7;ADJ;2,7;698,96;0,775;1314,48;0,88
endorfine;0,36;0,64;0,00;0,00;0,00;3,55;Sensaties;0,78;3,55;0,76;3,553544771;3;high;#N/B;#N/B;#N/B;14;1,724086539;9;4;9;N;3,8;626,09;0,975;1307,21;0,97
endoscopie;0,11;3,11;0,00;0,00;1,78;2,11;Zien;0,4375;3,11;1,19;3,560612019;3,818181818;high;#N/B;#N/B;#N/B;8;1,755207886;10;4;9;N;3,35;636,08;0,875;1261;0,95
energetisch;1,33;2,83;0,00;0,00;1,33;2,83;Joint;0,34;2,83;1,39;3,689707981;2,333333333;low;#N/B;#N/B;#N/B;0;1,93920247;11;4;9;ADJ;3,45;654,93;0,975;1382,68;0,94
energie;0,10;1,30;0,20;0,10;0,70;3,60;Sensaties;0,583333333;3,6;1,00;3,664426547;2,466666667;low;#N/B;#N/B;#N/B;1697;2,739580641;7;3;6;N;2,6;559,93;0,975;913,86;0,99
energiebron;0,73;1,64;0,00;0,00;0,36;0,73;Zien;0,473684211;1,64;0,58;1,732378079;3,333333333;high;#N/B;#N/B;#N/B;64;2,60346552;11;4;10;N;3,8;617,25;0,902439024;1013,39;1
energiek;1,92;3,17;0,00;0,08;1,00;2,92;Zien;0,348623853;3,17;1,51;4,012631271;2,6;low;#N/B;#N/B;#N/B;58;2,351050064;8;3;7;ADJ;2,6;520,43;0,926829268;999,14;0,99
energieloos;0,54;1,62;0,31;0,38;0,31;4,00;Sensaties;0,516129032;4;1,19;4,091367373;2,133333333;low;#N/B;#N/B;#N/B;0;2,000368948;11;4;9;ADJ;3,5;601,75;1;1314,62;0,98
energieveld;0,64;1,09;0,00;0,00;0,91;0,91;Zien;0,307692308;1,09;0,59;1,451580133;2,333333333;low;#N/B;#N/B;#N/B;34;2,81560206;11;4;10;N;3,75;648,83;0,926829268;1159,26;0,99
enerzijds;0,17;0,25;0,00;0,00;0,00;0,00;Zien;0,6;0,25;0,07;0,272588859;1,133333333;low;#N/B;#N/B;#N/B;27;2,653304715;9;3;8;Function;2,65;536,33;0,975609756;1134,58;0,99
eng;1,36;2,36;0,27;0,09;0,55;2,18;Zien;0,333333333;2,36;1,14;2,974234646;1,933333333;low;5,15;high;de Deyne et al. 2019;1368;2,910294651;3;1;2;ADJ;1,35;527,22;0,951219512;1008,78;1
engagement;1,92;2,23;0,00;0,00;0,85;2,31;Sensaties;0,315789474;2,31;1,22;3,145035585;1,533333333;low;2,43;low;van Loon;16;1,969276954;10;4;10;N;3,4;577,80;0,95;1270,15;0,94
engageren;1,20;1,60;0,00;0,00;0,70;1,50;Zien;0,32;1,6;0,83;2,121028337;1,666666667;low;#N/B;#N/B;#N/B;8;2,028841476;9;4;8;WW;2,6;595,79;0,95;1327,25;0,92
engel;0,50;3,00;0,00;0,00;0,58;1,25;Zien;0,5625;3;0,89;3,082054498;3,066666667;high;6,57;high;van Loon;1427;3,165765353;5;2;4;N;1,4;512,32;0,975609756;974,58;1
engelachtig;1,40;3,20;0,20;0,00;0,40;1,20;Zien;0,5;3,2;1,07;3,341561893;1,933333333;low;#N/B;#N/B;#N/B;11;2,066538537;11;4;9;ADJ;2,7;623,03;0,975;1228,82;0,98
engelenhaar;0,00;3,67;0,11;0,00;2,22;0,00;Zien;0,611111111;3,67;1,00;3,920765958;3,6;high;#N/B;#N/B;#N/B;12;2,075490003;11;4;8;N;4,1;718,80;0,75;1303,38;0,97
engerd;2,00;2,27;0,00;0,00;0,82;2,36;Sensaties;0,317073171;2,36;1,24;3,223399801;2,4;low;#N/B;#N/B;#N/B;335;2,204246783;6;2;5;N;1,85;565,85;0,853658537;1073,36;0,98
enig;0,83;2,17;0,08;0,08;0,50;1,17;Zien;0,431034483;2,17;0,81;2,318571776;1,6;low;2,5;low;de Deyne et al. 2019;2263;2,271292397;4;2;4;ADJ;1,6;608,17;0,926829268;979,18;0,99
enige;0,44;2,11;0,00;0,00;0,33;0,00;Zien;0,730769231;2,11;0,48;2,12040633;1,666666667;low;#N/B;#N/B;#N/B;16480;2,392235097;5;3;5;Function;1,6;572,52;0,923076923;1000,06;0,99
enigst;1,20;2,90;0,20;0,10;0,40;0,70;Zien;0,509090909;2,9;0,92;2,982603014;1,6;low;#N/B;#N/B;#N/B;13;0,522540472;6;2;6;ADJ;1,65;725,03;0,675;1593,46;0,73
enigszins;0,64;0,27;0,18;0,18;0,18;0,00;Horen;0,4375;0,64;0,24;0,666457903;1,4;low;#N/B;#N/B;#N/B;231;2,137534632;9;3;8;Function;4,05;576,48;1;1213,08;0,99
enkel;0,30;4,50;0,00;0,00;2,70;0,70;Zien;0,548780488;4,5;1,37;4,808463079;4;high;6,4;high;van Loon;4971;2,765381354;5;2;5;N;1,65;498,08;1;951,03;1
enkelband;0,42;3,50;0,00;0,00;2,08;0,75;Zien;0,518518519;3,5;1,13;3,742330002;4,733333333;high;#N/B;#N/B;#N/B;13;2,684701977;9;3;9;N;2,85;540,42;0,975609756;1053,28;1
enkeling;1,08;2,75;0,00;0,00;0,08;0,25;Zien;0,66;2,75;0,69;2,805621815;2,133333333;low;#N/B;#N/B;#N/B;28;2,510921473;8;3;7;N;2,05;568,45;0,853658537;1090,67;1
enkeltje;0,33;2,42;0,00;0,00;1,50;0,58;Zien;0,5;2,42;0,81;2,607303775;2,714285714;low;#N/B;#N/B;#N/B;32;2,157198585;8;3;8;N;1,8;614,96;0,9;1229,46;0,99
enkelvoud;1,10;1,70;0,00;0,00;0,00;0,00;Zien;0,607142857;1,7;0,47;1,841426116;1,733333333;low;#N/B;#N/B;#N/B;11;2,746978667;9;3;8;N;3,45;563,51;1;958,91;0,99
enkelvoudig;0,20;1,40;0,00;0,00;0,30;0,10;Zien;0,7;1,4;0,33;1,406095868;2,2;low;#N/B;#N/B;#N/B;10;3,157617405;11;4;10;ADJ;3,15;524,31;0,975609756;1012,86;1
enorm;0,46;3,15;0,15;0,00;0,46;0,62;Zien;0,650793651;3,15;0,81;3,168301073;1,8;low;5,45;high;de Deyne et al. 2019;1948;2,802931883;5;2;5;ADJ;1,9;529,24;1;947,9;1
enormiteit;1,09;2,64;0,00;0,00;0,45;1,09;Zien;0,5;2,64;0,88;2,759549171;2,285714286;low;#N/B;#N/B;#N/B;0;0,744837138;10;4;9;N;3,2;695,95;0,85;1542,44;0,79
enquête;1,40;4,40;0,00;0,00;0,80;0,00;Zien;0,666666667;4,4;1,10;4,455361127;3,533333333;high;#N/B;#N/B;#N/B;29;2,165817592;7;3;6;N;3,85;540,95;0,925;1065,73;0,99
enquêteren;3,18;1,91;0,00;0,00;0,00;0,00;Horen;0,625;3,18;0,85;3,396147553;2,866666667;low;#N/B;#N/B;#N/B;0;1,60005044;10;4;8;WW;3,45;634,84;0,853658537;1326,09;0,96
